id,amenities,bathrooms,bedrooms,has_photo,pets_allowed,price_type,square_feet,address,cityname,state,latitude,longitude,price
8217,,2.0,2.0,Yes,,Monthly,1140.0,,,MD,39.2946,-76.6235,1819.0
8218,,1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,664.0,,Charlotte,NC,35.2091,-80.858,1330.0
8219,"Fireplace,Pool,Washer Dryer",2.0,,No,"Cats,Dogs",Monthly,1162.0,,Smyrna,GA,33.8737,-84.5097,1713.0
8220,"Elevator,Parking,Pool,TV,View",2.0,,Thumbnail,,Monthly,,,,CO,39.7821,-104.9641,2397.0
8221,,1.0,,Yes,,,463.0,,Long Beach,CA,33.7696,-118.1926,1602.0
8222,,,3.0,Yes,,Monthly,1475.0,,Arlington,MA,42.418,-71.1669,2650.0
8223,"Parking,Wood Floors",1.0,,,,Monthly,850.0,,Hackensack,NJ,40.8876,-74.0499,1650.0
8224,"Clubhouse,Dishwasher,Gym,Refrigerator,Storage,Washer Dryer",2.0,2.0,Yes,"Cats,Dogs",Monthly,1050.0,,Kirkland,WA,47.7179,-122.2059,2000.0
8225,"Fireplace,Patio/Deck,Refrigerator,Storage,Washer Dryer,Wood Floors",,,Thumbnail,"Cats,Dogs",Monthly,756.0,,,AZ,33.4305,-112.3454,835.0
8226,Refrigerator,1.0,1.0,Thumbnail,Cats,Monthly,518.0,2115 Collingwood Boulevard,Toledo,OH,41.6652,-83.5536,395.0
8227,"Gym,Parking,Pool",1.0,1.0,Yes,,Monthly,689.0,,Derwood,MD,39.145,-77.1376,1704.0
8228,,1.0,1.0,,"Cats,Dogs",Monthly,471.0,,Sierra Vista,AZ,31.529,-110.2588,560.0
8229,"Gym,Parking,Patio/Deck,Pool,Storage",1.0,1.0,Yes,,Monthly,726.0,,Bradenton,FL,27.5068,-82.644,1053.0
8230,"Gym,Parking,Patio/Deck,Pool,Washer Dryer",1.0,2.0,Thumbnail,,Monthly,1044.0,,Toledo,OH,41.6545,-83.6757,946.0
8231,"Dishwasher,Parking,Patio/Deck,Storage,Wood Floors",1.0,,Yes,,Monthly,1117.0,,,,42.3274,-71.232,3200.0
8232,"Dishwasher,Garbage Disposal,Patio/Deck",2.0,3.0,Thumbnail,"Cats,Dogs",,1385.0,12220 Hunters Crossing Ln,Burleson,TX,32.5285,-97.3119,1399.0
8233,"AC,Basketball,Cable or Satellite",1.0,2.0,Thumbnail,,Monthly,915.0,,Somersworth,NH,43.2523,-70.8736,1410.0
8234,Tennis,1.0,1.0,Thumbnail,,Monthly,658.0,3201 Duval Road,Austin,TX,30.3054,-97.7497,1125.0
8235,"Gym,Parking,Patio/Deck,Pool,Storage,Tennis,Washer Dryer",,1.0,Thumbnail,,Monthly,,,,FL,27.3375,-82.5126,1230.0
8236,"AC,Patio/Deck,Storage",1.0,2.0,Yes,,Monthly,,,,CT,41.3534,-72.0368,940.0
8237,Parking,1.0,1.0,Yes,"Cats,Dogs",Monthly,524.0,,Colorado Springs,CO,38.8503,-104.7586,835.0
8238,"Dishwasher,Parking,Pool,Washer Dryer,Wood Floors",2.0,2.0,Yes,,Monthly,1202.0,,,FL,27.3071,-80.4554,1702.0
8239,"Clubhouse,Gym,Pool",2.0,2.0,,"Cats,Dogs",,1056.0,,Florence,KY,38.9885,-84.6468,970.0
8240,,,2.0,Yes,,Monthly,,,,,40.8342,-73.9735,2750.0
8241,"Basketball,Clubhouse,Dishwasher,Elevator,Fireplace,Gym,Internet Access,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,Washer Dryer,Wood Floors",2.0,2.0,,,Monthly,996.0,,Lewisville,,33.0461,-96.9939,1250.0
8242,"Clubhouse,Gym,Parking,Pool,Refrigerator,Storage,Washer Dryer",,2.0,Yes,,Monthly,927.0,,Shreveport,LA,32.4654,-93.814,753.0
8243,"AC,Parking,Storage,Washer Dryer",1.0,2.0,Yes,,Monthly,904.0,,Columbia,MD,39.2057,-76.8318,1520.0
8244,Parking,1.0,1.0,,,Monthly,,,Denver,,39.6554,-105.0224,1025.0
8245,"Gym,Parking,Patio/Deck,Playground,Pool,Washer Dryer",,1.0,Thumbnail,"Cats,Dogs",Monthly,,,Morrisville,,35.823,-78.6438,948.0
8246,"AC,Basketball,Cable or Satellite,Parking,Playground,Tennis",1.0,1.0,Yes,,Monthly,775.0,,Budd Lake,NJ,40.8866,-74.7498,1162.0
8247,"Pool,Wood Floors",1.0,1.0,No,,Monthly,852.0,,,GA,34.1222,-84.2975,1375.0
8248,"Gym,Playground,Pool,Tennis,Washer Dryer",1.0,1.0,Yes,"Cats,Dogs",,,,,NC,36.0909,-79.9272,670.0
8249,"Gated,Gym,Pool",1.0,1.0,Yes,,,700.0,,Las Vegas,NV,36.1721,-115.059,710.0
8250,"Gym,Parking,Pool,Wood Floors",1.0,1.0,,,Monthly,648.0,,Chelsea,MA,42.3968,-71.0342,1775.0
8251,"Gym,Parking,Storage",,1.0,,,Monthly,781.0,,Greensboro,NC,36.1067,-79.815,925.0
8252,"Clubhouse,Dishwasher,Gated,Gym,Pool,Tennis,Washer Dryer",,3.0,Yes,"Cats,Dogs",Monthly,1477.0,,Greensboro,NC,36.1519,-79.8168,1250.0
8253,"Dishwasher,Parking",1.0,3.0,Yes,,Monthly,700.0,,,,43.1857,-70.9136,1400.0
8254,"Cable or Satellite,Fireplace,Gym,Parking,Patio/Deck,Pool,TV,Tennis,Washer Dryer",,,Thumbnail,"Cats,Dogs",Monthly,,,,NC,36.1496,-80.3226,700.0
8255,Wood Floors,1.0,0.0,Yes,"Cats,Dogs",Monthly,500.0,,Rockland,MA,42.1312,-70.9099,975.0
8256,Patio/Deck,,,Yes,,Monthly,1200.0,,Alpharetta,GA,34.0791,-84.2039,1263.0
8257,"Basketball,Gym,Internet Access,Pool",2.0,3.0,,,Monthly,1177.0,,Redmond,WA,47.6829,-122.1209,2402.0
8258,"Gym,Parking,Patio/Deck,Pool,Storage",2.0,2.0,Yes,,Monthly,1130.0,,Bradenton,,27.5068,-82.644,1518.0
8259,"Pool,Refrigerator,Washer Dryer",1.0,2.0,Thumbnail,,Monthly,,,Saint Petersburg,FL,27.7567,-82.7222,1640.0
8260,"Fireplace,Parking,Washer Dryer",2.0,2.0,Thumbnail,,Monthly,1055.0,,Bossier City,LA,32.4865,-93.6726,945.0
8261,"Cable or Satellite,Clubhouse,Dishwasher,Gym,Internet Access,Parking,Patio/Deck,Playground,Pool,Refrigerator,Washer Dryer,Wood Floors",,1.0,Yes,,Monthly,701.0,,,TX,32.5214,-94.8002,675.0
8262,"Basketball,Clubhouse,Dishwasher,Patio/Deck,Pool,Refrigerator,Tennis,Washer Dryer",1.0,1.0,Yes,,Monthly,744.0,,Longview,TX,32.5548,-94.7807,675.0
8263,,1.0,1.0,Yes,,Monthly,,,,MD,38.958,-77.1154,2068.0
8264,"AC,Cable or Satellite,Clubhouse,Dishwasher,Gym,Internet Access,Patio/Deck,Playground,Pool,Storage,Washer Dryer",,1.0,,,Monthly,850.0,,Mebane,NC,36.0913,-79.2861,860.0
8265,"Clubhouse,Gym,Patio/Deck,Playground,Pool",2.0,,,"Cats,Dogs",Monthly,1355.0,,,OH,39.2858,-84.522,1050.0
8266,"Clubhouse,Gym,Pool",1.0,1.0,Thumbnail,,Monthly,757.0,,North Las Vegas,NV,36.2831,-115.1351,984.0
8267,"AC,Clubhouse,Fireplace,Gated,Gym,Hot Tub,Internet Access,Parking,Playground,Pool,Washer Dryer",2.0,,Yes,"Cats,Dogs",Monthly,1056.0,,North Las Vegas,,36.2779,-115.1473,1135.0
8268,,1.0,1.0,,,Monthly,703.0,,Oklahoma City,OK,35.4815,-97.5355,1285.0
8269,"Basketball,Clubhouse,Gym,Hot Tub,Internet Access,Patio/Deck,Playground,TV",1.0,2.0,Yes,"Cats,Dogs",Monthly,,,Kent,WA,47.3866,-122.1969,1414.0
8270,Pool,2.0,2.0,No,,Monthly,1000.0,,Los Angeles,CA,34.063,-118.4363,4395.0
8271,Refrigerator,1.0,2.0,No,"Cats,Dogs",Monthly,1184.0,,Hamilton,,39.4051,-84.5097,700.0
8272,Wood Floors,,,Yes,,Monthly,862.0,,Dallas,TX,32.8261,-96.7472,1375.0
8273,"Gym,Pool",,,Thumbnail,"Cats,Dogs",Monthly,650.0,,Cincinnati,OH,39.0745,-84.3837,840.0
8274,"Patio/Deck,Playground,Pool,Refrigerator,Tennis",1.0,,Thumbnail,"Cats,Dogs",Monthly,440.0,3312 S Semoran Boulevard,Orlando,FL,28.5163,-81.3644,949.0
8275,"Gated,Gym,Internet Access,Parking,Pool,TV,Washer Dryer",,,Thumbnail,,Monthly,1187.0,,Tampa,FL,28.0297,-82.6078,1479.0
8276,,1.0,1.0,,,Monthly,250.0,,Port Saint Lucie,,27.2897,-80.3421,750.0
8277,,2.0,4.0,Thumbnail,,Monthly,,17231 Minos Conaway Rd,Lewes,DE,38.7258,-75.1742,1900.0
8278,,2.0,2.0,,,Monthly,1085.0,,,CA,33.941,-117.9544,2665.0
8279,"AC,Basketball,Cable or Satellite,Parking,Playground,Tennis",1.0,1.0,Thumbnail,,,775.0,,Budd Lake,NJ,40.8866,-74.7498,1222.0
8280,"Fireplace,Gym,Pool,TV,Washer Dryer",1.0,,Yes,,Monthly,687.0,,Kent,WA,47.3866,-122.1969,1320.0
8281,"Cable or Satellite,Clubhouse,Gated,Gym,Patio/Deck,Playground,Pool,Washer Dryer",1.0,1.0,Yes,,Monthly,766.0,,Decatur,GA,33.6912,-84.2465,875.0
8282,"Dishwasher,Gated,Playground,Tennis",,1.0,Yes,"Cats,Dogs",,,,Greenville,NC,35.6264,-77.4386,830.0
8283,,1.0,1.0,Yes,,,719.0,,Apex,NC,35.79,-78.9465,874.0
8284,"Dishwasher,Refrigerator",3.0,4.0,Thumbnail,"Cats,Dogs",Monthly,2039.0,16426 Peyton Ridge Cir,,,29.7714,-95.4343,1675.0
8285,Parking,,0.0,,,Monthly,550.0,1910 E Wellesley Avenue,Spokane,,47.6794,-117.4018,650.0
8286,"AC,Dishwasher,Parking",1.0,2.0,,,Monthly,975.0,,Colorado Springs,CO,38.8299,-104.8201,1150.0
8287,"Clubhouse,Dishwasher,Patio/Deck,Pool,Refrigerator,Storage",,2.0,Thumbnail,"Cats,Dogs",Monthly,,5415 Maple Avenue,,TX,32.8212,-96.7853,1230.0
8288,"Parking,Pool,Storage,Tennis",2.0,2.0,,,Monthly,1186.0,,Bethesda,,38.958,-77.1154,2200.0
8289,Washer Dryer,1.0,1.0,Yes,"Cats,Dogs",Monthly,,,Palm Harbor,FL,28.0763,-82.7582,965.0
8290,"AC,Patio/Deck,Pool,Storage,Wood Floors",1.0,1.0,,,Monthly,775.0,,Los Angeles,CA,34.1176,-118.3327,2098.0
8291,"Internet Access,Parking",2.0,3.0,Yes,,Monthly,,,,NC,35.79,-78.9465,1219.0
8292,"Parking,Patio/Deck",2.0,1.0,No,,Monthly,926.0,,Dallas,TX,32.7532,-96.8388,1953.0
8293,"AC,Cable or Satellite,Dishwasher,Parking,Refrigerator,Wood Floors",1.0,1.0,Yes,,Monthly,400.0,,Millburn,NJ,40.7236,-74.3006,1250.0
8294,"Parking,Storage",1.0,,Thumbnail,,Monthly,,,,,42.1666,-70.9511,1800.0
8295,,2.0,2.0,Yes,"Cats,Dogs",Monthly,952.0,,,WA,47.4457,-122.1407,1725.0
8296,"Gym,Patio/Deck,Playground,Pool,View,Washer Dryer",1.0,2.0,Yes,,Monthly,897.0,,Colorado Springs,CO,38.7918,-104.8265,961.0
8297,"AC,Parking,Storage",1.0,,Thumbnail,,Monthly,700.0,,Park Ridge,IL,41.9725,-87.8286,1090.0
8298,"Cable or Satellite,Dishwasher,Internet Access,Parking,Patio/Deck,Refrigerator",1.0,3.0,Thumbnail,,Monthly,1300.0,3244-46 N Oakland Avenue,Milwaukee,WI,43.0531,-87.9659,1499.0
8299,,,2.0,Yes,,Monthly,800.0,,Colonial Heights,VA,37.2864,-77.3944,670.0
8300,,1.0,,Yes,"Cats,Dogs",Monthly,555.0,,Tucson,,32.2142,-110.8292,669.0
8301,"AC,Cable or Satellite,Storage,TV,Washer Dryer",1.0,1.0,,Cats,Monthly,725.0,,Mentor,OH,41.7226,-81.3565,750.0
8302,"Cable or Satellite,Internet Access,Parking,Patio/Deck,Pool,Washer Dryer",1.0,,Thumbnail,,Monthly,762.0,,Los Angeles,CA,33.955,-118.3967,2647.0
8303,"Gym,Parking,Pool,Washer Dryer",1.0,1.0,Thumbnail,,Monthly,572.0,,Clemmons,NC,36.0325,-80.396,668.0
8304,"Parking,Storage",2.0,2.0,Yes,,Monthly,1131.0,,Sarasota,,27.3216,-82.4763,1554.0
8305,,,,Thumbnail,,,937.0,,,FL,28.3016,-82.6324,989.0
8306,"Fireplace,Gym,Patio/Deck,Pool,Storage,TV",2.0,2.0,,,Monthly,1034.0,,Gaithersburg,MD,39.1088,-77.2384,1859.0
8307,"Clubhouse,Pool",1.0,1.0,Yes,"Cats,Dogs",Monthly,600.0,,,CT,41.3761,-72.2312,1395.0
8308,"Fireplace,Gated,Gym,Parking,Patio/Deck,Playground,Pool,Storage,Washer Dryer",2.0,2.0,Yes,"Cats,Dogs",Monthly,1154.0,,Lithonia,,33.6795,-84.1596,1095.0
8309,,1.0,2.0,No,,,1005.0,,Lawrenceville,,33.9222,-84.0725,1107.0
8310,"Fireplace,Pool,Washer Dryer",,1.0,Thumbnail,,,,,Englewood,CO,39.5749,-104.8611,1380.0
8311,,1.0,1.0,Yes,,Monthly,510.0,,Parsippany,NJ,40.862,-74.4061,1310.0
8312,"Cable or Satellite,Fireplace,Garbage Disposal,Gated,Refrigerator",1.0,,,,Monthly,1000.0,4727 Rohns St,Detroit,MI,42.3675,-82.9909,795.0
8313,"AC,Alarm,Cable or Satellite,Dishwasher,Fireplace,Gated,Gym,Parking,Patio/Deck,Playground,Pool,Refrigerator,Washer Dryer",1.0,,Thumbnail,"Cats,Dogs",Monthly,566.0,,Arlington,TX,32.6924,-97.1324,970.0
8314,"Clubhouse,Dishwasher,Garbage Disposal,Gated,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Storage",1.0,1.0,,"Cats,Dogs",Monthly,553.0,7250 Perkins Rd,Baton Rouge,LA,30.3961,-91.1152,970.0
8315,Refrigerator,1.0,3.0,Thumbnail,,Monthly,,,Plainfield,NJ,40.6277,-74.4334,1550.0
8316,"Fireplace,Gym,Parking,Patio/Deck,Washer Dryer",,2.0,Yes,,Monthly,1250.0,,Simsbury,CT,41.8758,-72.8222,2435.0
8317,"Gym,Pool",,2.0,,,Monthly,1216.0,,Dallas,,32.7447,-96.803,1537.0
8318,,1.0,2.0,Yes,,Monthly,975.0,,Cincinnati,,39.1054,-84.5022,1100.0
8319,Parking,,,Yes,,Monthly,600.0,,Walpole,MA,42.1458,-71.2535,900.0
8320,"Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Gym,Patio/Deck,Refrigerator,Storage,Washer Dryer",,2.0,Thumbnail,"Cats,Dogs",Monthly,934.0,,Euless,TX,32.8255,-97.1039,807.0
8321,"Gym,Parking,Pool,Refrigerator,Washer Dryer",,1.0,Yes,"Cats,Dogs",Monthly,775.0,,Dallas,TX,32.8472,-96.827,1240.0
8322,"Dishwasher,Internet Access,Parking,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,685.0,2004 Sierra Commons Road,Dickinson,ND,46.882,-102.7862,850.0
8323,,1.0,1.0,,"Cats,Dogs",,323.0,,Cincinnati,OH,39.1263,-84.5172,625.0
8324,"Parking,Patio/Deck",,3.0,Thumbnail,"Cats,Dogs",Monthly,917.0,,Elkridge,MD,39.2031,-76.7531,1850.0
8325,Storage,2.0,3.0,Yes,,Monthly,1050.0,,Mattapan,MA,42.2721,-71.0927,2200.0
8326,"Gym,TV",1.0,1.0,,,,783.0,,,NJ,40.8206,-74.2133,2820.0
8327,Storage,,2.0,No,,Monthly,347.0,,Cockeysville,MD,39.4915,-76.6609,812.0
8328,,1.0,1.0,Yes,"Cats,Dogs",,,,Raleigh,,35.774,-78.6328,1340.0
8329,"Basketball,Gym,Internet Access,Patio/Deck,Pool,Storage,Washer Dryer",1.0,2.0,Thumbnail,Cats,,902.0,,Omaha,,41.2058,-96.0524,840.0
8330,"Cable or Satellite,Clubhouse,Dishwasher,Gym,Internet Access,Patio/Deck,Playground,Pool,Refrigerator,Washer Dryer",2.0,,Yes,,Monthly,964.0,,Maple Valley,WA,47.3949,-122.0287,1825.0
8331,"AC,Patio/Deck",1.0,1.0,No,"Cats,Dogs",Monthly,741.0,,Cockeysville,,39.4915,-76.6609,1135.0
8332,"Cable or Satellite,Internet Access,Parking,Refrigerator",,1.0,Thumbnail,Cats,Monthly,550.0,3609 Grand Avenue S,,MN,44.9855,-93.3023,845.0
8333,,2.0,2.0,Yes,,,1167.0,,Arlington,,32.6541,-97.095,1404.0
8334,"Dishwasher,Elevator,Parking,Patio/Deck,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,687.0,260 5th St E,,MN,44.9405,-93.1027,1470.0
8335,"Cable or Satellite,Refrigerator,TV",1.0,2.0,No,,Monthly,950.0,,,VA,37.4367,-79.2024,695.0
8336,"Internet Access,Parking,TV",2.0,2.0,,,Monthly,961.0,,Apex,NC,35.6775,-78.7763,979.0
8337,"Gym,Parking,Patio/Deck,Pool,Washer Dryer",1.0,,Thumbnail,,Monthly,736.0,,Playa Del Rey,,33.9908,-118.4592,2602.0
8338,"Gym,Playground,Washer Dryer",2.0,,Thumbnail,,Monthly,976.0,,,NC,35.2217,-80.7895,700.0
8339,"Parking,Wood Floors",1.0,2.0,Thumbnail,"Cats,Dogs",Monthly,800.0,,Raleigh,NC,35.8079,-78.6466,1049.0
8340,"Cable or Satellite,Internet Access,Parking,Refrigerator,Storage",1.0,1.0,Thumbnail,Cats,,575.0,2226 Garfield Avenue S,,MN,44.9855,-93.3023,925.0
8341,"Dishwasher,Refrigerator",1.0,1.0,Thumbnail,,Monthly,674.0,,Arlington,TX,32.7566,-97.1358,875.0
8342,"Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Gym,Patio/Deck,Refrigerator,Storage,Washer Dryer",2.0,3.0,Thumbnail,"Cats,Dogs",Monthly,1466.0,,Euless,TX,32.8255,-97.1039,1511.0
8343,,,1.0,Thumbnail,,Monthly,802.0,2821 5th St NW,Minot,,48.2469,-101.3017,695.0
8344,"Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Parking,Patio/Deck,Pool",2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,1457.0,360 Prairie Way Boulevard,,WI,42.9908,-89.5684,1375.0
8345,"Dishwasher,Garbage Disposal,Parking,Patio/Deck,Pool,Refrigerator,Washer Dryer",2.0,3.0,Yes,"Cats,Dogs",Monthly,,,,TX,33.0461,-96.9939,1153.0
8346,Clubhouse,2.0,2.0,Thumbnail,,Monthly,1272.0,,Naples,,26.1178,-81.7361,3200.0
8347,Patio/Deck,2.0,2.0,Thumbnail,"Cats,Dogs",,1128.0,,,MA,42.3362,-71.1037,3796.0
8348,,2.0,2.0,,,Monthly,1027.0,,Las Vegas,NV,36.193,-115.2946,1095.0
8349,Parking,1.0,2.0,Yes,,Monthly,1000.0,,Wickliffe,OH,41.5978,-81.4642,849.0
8350,"Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Gym,Internet Access,Pool,Refrigerator,Storage,Tennis,Washer Dryer",1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,,,,GA,34.0299,-84.2425,1230.0
8351,"Dishwasher,Refrigerator",2.0,3.0,Thumbnail,,Monthly,1790.0,,Midland,MI,43.6309,-84.2394,1420.0
8352,"Clubhouse,Gym,Pool",2.0,2.0,Yes,,Monthly,1170.0,,Las Vegas,NV,36.2336,-115.2906,1285.0
8353,"AC,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Gym,Internet Access,Parking,Pool,Refrigerator,Storage,Washer Dryer",1.0,,,,,612.0,,Dallas,TX,32.8772,-96.7093,765.0
8354,Parking,2.0,2.0,No,,Monthly,1101.0,,Silver Spring,MD,39.0017,-77.0353,2267.0
8355,"Clubhouse,Fireplace,Gym,Pool,Tennis,Washer Dryer",2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,962.0,,Toledo,OH,41.6545,-83.6757,850.0
8356,"AC,Clubhouse,Playground,Pool,Storage,Washer Dryer",,1.0,Yes,"Cats,Dogs",Monthly,,,Lafayette,LA,30.2091,-92.0647,589.0
8357,Parking,1.0,1.0,No,,,777.0,,Dallas,TX,32.7826,-96.777,1289.0
8358,"Gym,Parking,Pool,Storage",1.0,1.0,No,,Monthly,,,Denver,CO,39.7821,-104.9641,1665.0
8359,"Clubhouse,Gym,Parking,Pool",,1.0,,,Monthly,760.0,,West Chester,OH,39.3374,-84.4058,998.0
8360,"Patio/Deck,Refrigerator,Storage",,3.0,Thumbnail,"Cats,Dogs",Monthly,,5400 Windy Meadow Drive,Arlington,TX,32.7025,-97.1196,1725.0
8361,,2.0,3.0,,,Monthly,1217.0,,Renton,WA,47.4819,-122.1966,1770.0
8362,"Clubhouse,Gym,Pool",2.0,2.0,,"Cats,Dogs",,1089.0,,Pinellas Park,FL,27.8597,-82.7061,1181.0
8363,"AC,Cable or Satellite,Clubhouse,Dishwasher,Gym,Internet Access,Parking,Patio/Deck,Playground,Pool,Storage,Tennis,Washer Dryer,Wood Floors",2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,1000.0,601 Seville Boulevard,Pontiac,MI,42.6704,-83.2915,999.0
8364,,,3.0,,,Monthly,,,Columbia,,39.2144,-76.8797,1505.0
8365,"Gym,Parking,Patio/Deck,Pool,Storage,Wood Floors",2.0,2.0,Thumbnail,,Monthly,1083.0,,San Jose,CA,37.3108,-121.8645,3245.0
8366,"AC,Dishwasher,Gated,Gym,Internet Access,Parking,Patio/Deck,Pool,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,665.0,,,CO,39.7498,-104.9956,1726.0
8367,Parking,1.0,1.0,,,Monthly,747.0,,Waldwick,NJ,41.0128,-74.1257,2275.0
8368,"Clubhouse,Fireplace,Parking,Patio/Deck,Pool",2.0,2.0,Yes,,Monthly,,,Dallas,TX,32.9661,-96.7988,1783.0
8369,"Pool,Wood Floors",,,Yes,,,,,Alpharetta,,34.1222,-84.2975,1918.0
8370,"Clubhouse,Fireplace,Gated,Gym,Pool,Tennis",1.0,1.0,Yes,,Monthly,820.0,,Norman,OK,35.2441,-97.4144,835.0
8371,,2.0,4.0,Yes,,Monthly,1300.0,,Mc Kees Rocks,PA,40.4711,-80.089,895.0
8372,Pool,1.0,1.0,Thumbnail,"Cats,Dogs",,787.0,,Silver Spring,MD,39.065,-76.9815,1246.0
8373,"Gym,Parking,Storage",,1.0,No,,Monthly,795.0,,,,32.696,-97.0878,928.0
8374,"Fireplace,Gym,Pool",1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,735.0,,,NC,35.2434,-80.7223,1063.0
8375,Dishwasher,1.0,1.0,Thumbnail,,Monthly,758.0,1751 Babcock,San Antonio,TX,29.4624,-98.5253,949.0
8376,"Parking,Storage",1.0,1.0,Thumbnail,"Cats,Dogs",,875.0,,Hampton,VA,36.8961,-76.255,1333.0
8377,"Clubhouse,Gated,Gym,Parking,Pool",2.0,2.0,Yes,,Monthly,1088.0,,West Chester,OH,39.3374,-84.4058,1531.0
8378,"AC,Dishwasher,Elevator,Washer Dryer",1.0,,,,Monthly,710.0,,Mandan,ND,46.8296,-100.8908,695.0
8379,,1.0,2.0,Yes,,Monthly,940.0,,Arlington,TX,32.7192,-97.1513,1225.0
8380,"AC,Cable or Satellite,Dishwasher,Elevator,Gym,Parking,Patio/Deck,Pool,Refrigerator,TV,Tennis,Washer Dryer",2.0,2.0,,"Cats,Dogs",Monthly,1125.0,,North Bergen,NJ,40.7925,-74.0215,2970.0
8381,"Fireplace,Pool,Washer Dryer",2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,,,Bedford,,32.8281,-97.145,1548.0
8382,Parking,1.0,,Yes,,Monthly,900.0,,,,39.4324,-76.3552,1140.0
8383,,1.0,1.0,Thumbnail,"Cats,Dogs",,655.0,1079 Springhouse Rd,,,34.0505,-81.0098,625.0
8384,"Parking,Refrigerator,Wood Floors",1.0,,Thumbnail,,Monthly,500.0,5 Joyce St,Lynn,,42.4706,-70.9436,1150.0
8385,"Parking,Storage",1.0,1.0,,,Monthly,784.0,,Virginia Beach,VA,36.7992,-76.1756,999.0
8386,"Gym,Patio/Deck,Pool",,2.0,,"Cats,Dogs",Monthly,,,Laurel,MD,39.1008,-76.8827,2045.0
8387,"Gym,Parking,Pool",,1.0,Yes,,Monthly,896.0,,,,41.3138,-81.7454,880.0
8388,"Gym,Playground,Pool",1.0,2.0,Yes,,Monthly,1013.0,,Silver Spring,MD,39.0829,-77.0612,1580.0
8389,"Parking,Patio/Deck,Storage",,,Thumbnail,"Cats,Dogs",Monthly,765.0,,Flanders,,40.8511,-74.7078,1320.0
8390,AC,1.0,2.0,Yes,,Monthly,1050.0,,Boston,MA,42.328,-71.071,2100.0
8391,Wood Floors,,1.0,Yes,,Monthly,685.0,,Silver Spring,MD,39.0017,-77.0353,1841.0
8392,"Gym,Pool",2.0,2.0,,,,1129.0,,,NH,42.8887,-71.2995,1825.0
8393,,1.0,1.0,Yes,"Cats,Dogs",,560.0,,Cincinnati,OH,39.1091,-84.6074,645.0
8394,,1.0,4.0,,,Monthly,1962.0,,,KY,39.0668,-84.5062,1075.0
8395,,2.0,2.0,No,,Monthly,1150.0,,,LA,30.2659,-89.6799,970.0
8396,"AC,Clubhouse,Dishwasher,Elevator,Internet Access,Patio/Deck,Refrigerator,Washer Dryer",2.0,3.0,Yes,"Cats,Dogs",Monthly,1102.0,,Brooksville,FL,28.5574,-82.5193,908.0
8397,"Fireplace,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,Washer Dryer,Wood Floors",1.0,,Thumbnail,"Cats,Dogs",Monthly,756.0,,Avondale,,33.4305,-112.3454,890.0
8398,"Doorman,Gym,Patio/Deck,Pool",2.0,2.0,,,Monthly,1248.0,,,MA,42.328,-71.071,4445.0
8399,"Gym,Parking,Pool",2.0,,Yes,,Monthly,1208.0,,Azle,TX,32.91,-97.5572,1575.0
8400,"AC,Basketball,Dishwasher,Gated,Parking,Playground,Pool,Refrigerator,View",1.0,1.0,,"Cats,Dogs",Monthly,400.0,,Las Vegas,NV,36.2302,-115.0758,554.0
8401,"Fireplace,Patio/Deck,Storage,Washer Dryer",1.0,1.0,Yes,,Monthly,805.0,,Arlington,TX,32.7767,-97.0816,1095.0
8402,,1.0,1.0,Yes,"Cats,Dogs",Monthly,851.0,,,MA,42.4816,-71.096,2658.0
8403,"Gated,Patio/Deck,Pool,Storage",1.0,2.0,Thumbnail,"Cats,Dogs",Monthly,830.0,,Merced,CA,37.3287,-120.4982,950.0
8404,"Fireplace,Gated,Gym,Patio/Deck,Storage,TV,Tennis,Washer Dryer,Wood Floors",2.0,2.0,Yes,"Cats,Dogs",Monthly,1214.0,,,GA,34.1222,-84.2975,1318.0
8405,Parking,2.0,2.0,Yes,,,872.0,,Beachwood,OH,41.4712,-81.5155,875.0
8406,Clubhouse,1.0,1.0,Thumbnail,,Monthly,709.0,4600 Seton Center Parkway,Austin,TX,30.3054,-97.7497,1090.0
8407,,,2.0,,,Monthly,1234.0,,Marina Del Rey,CA,33.9855,-118.4532,5000.0
8408,"Dishwasher,Parking,Patio/Deck",1.0,1.0,,"Cats,Dogs",,,3620-3642 Tarpis,Cincinnati,OH,39.1679,-84.4933,899.0
